CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LATracts1,LATracts10,LAPOP1_10,LALOWI1_10,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
41047000200,Oregon,Marion County,1,3233,1171,0,1252,38.73,0,0,1,22.3,80441,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,269,349,2770,37,116,10,59,241,272,192,278
41047000300,Oregon,Marion County,1,5014,1858,0,166,3.31,0,1,1,25.8,37969,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2775,1361,345,3725,75,36,75,94,1009,1465,195,527
41047000400,Oregon,Marion County,1,4938,1802,0,46,0.93,0,0,1,32.5,41500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3377,1527,331,3443,53,44,58,139,1201,1912,219,717
41047000501,Oregon,Marion County,1,3733,1070,0,68,1.82,0,0,1,30.3,48310,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2257,1255,298,2402,48,63,72,71,1077,1664,21,277
41047000502,Oregon,Marion County,1,5326,1697,0,88,1.65,0,0,1,38.5,35761,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3974,1778,309,3132,84,53,140,108,1809,2860,183,764
41047000600,Oregon,Marion County,1,4858,2116,0,23,0.47,0,1,0,14.0,63056,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1605,1062,576,4011,58,63,31,81,614,770,224,486
41047000701,Oregon,Marion County,1,8135,1953,0,2886,35.48,0,0,1,27.7,38548,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3666,1585,648,5762,422,145,47,159,1600,2457,218,745
41047000900,Oregon,Marion County,1,5782,2229,0,418,7.23,0,0,1,19.5,48295,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3257,1187,422,4500,71,118,22,92,979,1288,259,766
41047001000,Oregon,Marion County,1,3870,1470,0,217,5.61,0,1,1,31.3,42610,0,0,0,252,137,252,6.51,137,3.53,87,2.26,42,1.08,198,5.13,21,0.53,1,0.02,2,0.05,5,0.14,25,0.64,49,1.26,10,0.65,22,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454,1077,468,2830,90,42,83,83,742,968,164,504
41047001100,Oregon,Marion County,1,4543,1953,0,25,0.55,0,0,0,13.1,68542,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1441,1010,745,3923,83,45,31,72,389,479,247,345
41047001200,Oregon,Marion County,1,3593,1708,0,58,1.61,0,0,0,17.2,67083,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322,719,521,3109,62,68,25,55,274,328,82,276
41047001300,Oregon,Marion County,1,4040,1871,0,0,0.00,0,0,0,10.0,98603,0,0,0,29,6,29,0.73,6,0.14,6,0.16,2,0.04,26,0.65,0,0.00,1,0.02,0,0.00,0,0.01,2,0.05,3,0.07,0,0.00,1,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954,831,473,3593,34,74,23,49,267,315,52,175
41047001401,Oregon,Marion County,1,5666,2315,0,44,0.78,0,0,0,8.6,69063,1,1,0,1429,332,1429,25.22,332,5.85,425,7.50,164,2.89,1219,21.52,9,0.16,31,0.54,9,0.15,10,0.17,152,2.68,197,3.49,0,0.00,75,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688,1343,1093,4897,40,123,17,43,546,826,30,333
41047001402,Oregon,Marion County,1,5662,2189,0,69,1.22,0,0,0,8.8,78467,0,0,0,82,17,82,1.45,17,0.30,16,0.28,14,0.25,75,1.33,0,0.00,1,0.02,1,0.01,0,0.00,5,0.09,7,0.12,0,0.00,5,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1711,1413,698,4782,58,73,47,96,606,712,78,376
41047001501,Oregon,Marion County,1,4408,1726,0,71,1.61,0,0,0,9.2,81591,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117,1065,744,3868,30,65,8,52,385,460,75,329
41047001502,Oregon,Marion County,1,5253,1762,0,28,0.53,0,0,0,16.4,62230,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,1658,457,4056,47,52,71,68,959,1370,29,393
41047001503,Oregon,Marion County,1,5410,1842,0,47,0.87,0,1,1,25.5,49410,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2452,1695,494,3844,51,50,56,84,1325,1936,159,418
41047001601,Oregon,Marion County,1,7668,2733,0,44,0.57,0,0,0,17.0,67623,0,0,0,119,32,119,1.55,32,0.42,37,0.48,10,0.13,83,1.09,1,0.02,5,0.07,2,0.03,5,0.06,22,0.29,29,0.38,1,0.03,7,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,2071,1041,5306,100,422,50,95,1695,2208,128,479
41047001602,Oregon,Marion County,1,9286,3184,0,13,0.14,1,1,1,29.8,34205,1,1,0,632,260,632,6.80,260,2.80,179,1.93,74,0.80,456,4.91,1,0.01,23,0.25,0,0.00,23,0.25,128,1.38,196,2.11,0,0.00,83,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7088,2972,600,5610,126,246,154,194,2956,4782,326,1362
41047001603,Oregon,Marion County,1,6964,2192,0,66,0.95,0,0,0,5.6,62021,1,1,0,2835,1027,2835,40.70,1027,14.75,796,11.42,333,4.79,2041,29.30,36,0.52,140,2.01,15,0.21,41,0.59,562,8.06,757,10.87,2,0.10,72,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2854,2145,703,4840,69,363,35,112,1545,2182,67,178
41047001604,Oregon,Marion County,1,8364,2870,0,85,1.02,0,0,1,25.0,50588,0,0,0,6,2,6,0.07,2,0.02,2,0.02,1,0.01,5,0.06,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,1,0.01,0,0.00,1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3977,2428,815,5294,109,328,218,170,2245,3243,321,1024
41047001701,Oregon,Marion County,1,6409,2361,0,22,0.34,0,0,1,21.0,46552,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4292,1946,729,4168,77,210,156,107,1691,2783,546,896
41047001702,Oregon,Marion County,1,5564,1811,0,203,3.65,0,0,0,12.5,62875,0,0,0,47,23,47,0.84,23,0.42,8,0.14,16,0.29,43,0.78,0,0.00,0,0.00,0,0.00,0,0.01,3,0.05,5,0.09,2,0.12,6,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2846,1719,757,3672,42,236,86,104,1424,2159,104,480
41047001703,Oregon,Marion County,1,4337,1517,0,34,0.78,0,0,0,6.9,73272,1,1,0,1728,605,1728,39.84,605,13.95,380,8.76,296,6.82,1514,34.92,9,0.20,14,0.33,2,0.04,12,0.28,176,4.07,235,5.41,10,0.69,94,6.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1555,1155,675,3426,31,95,38,54,693,1002,67,217
41047001801,Oregon,Marion County,1,6501,2319,0,22,0.34,1,1,1,22.5,44972,1,1,0,557,298,557,8.57,298,4.58,167,2.58,71,1.09,332,5.11,11,0.17,0,0.00,2,0.03,16,0.25,196,3.02,240,3.70,29,1.23,48,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2978,1842,780,4358,101,105,77,141,1719,2384,161,589
41047001802,Oregon,Marion County,1,7686,2373,0,7,0.09,1,0,1,17.5,53409,1,1,0,2366,816,2366,30.78,816,10.62,698,9.08,233,3.03,1704,22.17,36,0.47,38,0.50,40,0.52,27,0.36,520,6.76,688,8.95,18,0.76,164,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3235,2541,521,5100,150,161,204,128,1943,2475,65,534
41047001803,Oregon,Marion County,1,5293,1163,0,2578,48.71,1,1,1,16.8,54865,1,1,0,3275,1067,3275,61.87,1067,20.15,182,3.43,113,2.14,2605,49.22,201,3.80,57,1.08,20,0.37,77,1.45,315,5.95,486,9.19,19,1.67,86,7.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,644,661,4146,213,88,23,103,720,1107,117,336
41047002000,Oregon,Marion County,1,9208,3581,0,84,0.91,0,0,0,10.2,68465,0,0,0,260,30,260,2.82,30,0.33,73,0.79,28,0.31,234,2.55,0,0.00,5,0.06,0,0.00,2,0.02,18,0.19,23,0.25,0,0.00,10,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3408,2377,1224,8014,113,359,33,72,617,776,334,484
41047002101,Oregon,Marion County,1,2256,1111,0,7,0.31,0,0,1,8.1,51442,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,433,378,1984,27,27,15,51,152,205,110,148
41047002102,Oregon,Marion County,1,6067,2461,0,145,2.39,0,0,0,6.3,85315,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,1446,965,5286,78,149,55,88,411,521,92,341
41047002201,Oregon,Marion County,1,1977,833,0,8,0.40,0,0,0,6.7,97500,0,0,0,185,22,185,9.34,22,1.13,46,2.34,32,1.63,174,8.79,0,0.00,4,0.21,0,0.00,0,0.00,7,0.34,8,0.38,2,0.22,6,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,460,352,1802,10,37,3,22,103,151,16,70
41047002202,Oregon,Marion County,1,6230,2440,0,60,0.96,0,0,0,8.5,85220,0,0,0,291,48,291,4.67,48,0.77,69,1.12,39,0.63,272,4.36,3,0.04,6,0.10,1,0.01,1,0.02,8,0.13,11,0.18,0,0.00,12,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520,1555,900,5590,46,123,69,67,335,389,133,291
41047002301,Oregon,Marion County,1,3176,1178,0,14,0.44,0,0,0,7.3,71700,1,1,0,2472,421,2472,77.85,421,13.27,672,21.17,201,6.34,2199,69.23,18,0.57,59,1.86,9,0.28,19,0.61,168,5.29,191,6.00,29,2.45,128,10.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,827,304,2834,22,75,11,27,207,242,35,177
41047002303,Oregon,Marion County,1,7142,2745,0,41,0.57,0,0,0,14.6,73077,0,0,0,450,97,450,6.30,97,1.36,118,1.66,50,0.70,411,5.75,2,0.03,10,0.14,2,0.03,3,0.05,22,0.30,22,0.31,4,0.13,25,0.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319,1855,843,6208,79,212,72,81,490,541,152,441
41047002304,Oregon,Marion County,1,5081,2189,0,52,1.02,0,0,0,5.4,93417,1,1,0,1072,96,1072,21.10,96,1.90,253,4.97,133,2.62,912,17.95,10,0.19,88,1.72,3,0.06,6,0.11,54,1.06,75,1.47,0,0.00,39,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229,1125,825,4445,78,211,13,49,285,354,98,243
41047002400,Oregon,Marion County,0,3435,1367,0,0,0.00,0,0,0,6.1,115724,0,0,0,NA,NA,3379,98.36,372,10.82,734,21.35,601,17.50,3080,89.67,21,0.60,103,3.00,12,0.35,26,0.75,137,3.98,143,4.17,0,0.00,61,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,744,614,3131,21,106,12,26,139,145,0,68
41047002501,Oregon,Marion County,1,8868,3399,0,101,1.14,0,1,0,5.6,95061,1,1,0,5454,677,5454,61.51,677,7.64,1548,17.46,757,8.54,4791,54.02,28,0.32,186,2.10,12,0.13,57,0.65,380,4.29,507,5.72,64,1.88,222,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418,2413,1271,7816,45,234,25,96,652,885,143,399
41047002502,Oregon,Marion County,1,5033,1818,0,9,0.18,0,0,0,11.8,61806,1,1,0,3664,1311,3664,72.79,1311,26.05,916,18.19,669,13.29,2911,57.84,14,0.28,45,0.90,6,0.12,33,0.65,655,13.01,902,17.93,55,3.04,173,9.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2246,1229,1042,3947,15,57,9,42,963,1271,94,279
41047002600,Oregon,Marion County,0,2030,681,0,6,0.30,0,0,0,8.9,96250,0,0,0,NA,NA,2008,98.92,363,17.87,539,26.55,313,15.40,1876,92.40,1,0.05,11,0.54,1,0.05,6,0.30,113,5.58,170,8.38,65,9.59,43,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,544,318,1897,1,11,1,6,114,171,67,43
41047002700,Oregon,Marion County,1,8510,3200,0,130,1.53,0,0,0,6.3,90199,1,1,0,8120,1316,8120,95.42,1316,15.46,1644,19.32,1588,18.66,7528,88.46,25,0.30,121,1.42,7,0.08,75,0.88,365,4.28,488,5.74,53,1.64,296,9.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,1712,1637,7879,27,126,8,83,387,514,60,314
41047002800,Oregon,Marion County,0,3852,1554,0,0,0.00,0,0,0,13.2,91296,0,0,0,NA,NA,2511,65.19,525,13.62,583,15.14,353,9.16,2273,59.01,18,0.47,52,1.35,4,0.10,16,0.43,148,3.84,158,4.11,4,0.24,88,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,860,619,3468,20,76,11,34,243,273,8,141
41047010100,Oregon,Marion County,0,1477,497,0,0,0.00,0,0,0,10.1,92813,0,0,0,NA,NA,1477,100.00,364,24.64,426,28.84,186,12.59,1260,85.31,0,0.00,8,0.54,0,0.00,10,0.68,199,13.47,349,23.63,8,1.70,8,1.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,426,186,1260,0,8,0,10,199,349,8,8
41047010201,Oregon,Marion County,0,2632,971,0,0,0.00,0,0,0,6.7,81518,0,0,0,NA,NA,2632,100.00,580,22.03,600,22.80,358,13.60,2319,88.11,13,0.49,12,0.46,3,0.11,23,0.87,262,9.95,348,13.22,4,0.43,63,6.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,600,358,2319,13,12,3,23,262,348,5,65
41047010202,Oregon,Marion County,0,7205,2460,0,0,0.00,0,0,0,8.1,64750,0,0,0,NA,NA,7101,98.56,2419,33.57,2055,28.52,763,10.59,5525,76.68,31,0.43,65,0.90,7,0.10,124,1.73,1349,18.72,1925,26.72,66,2.68,377,15.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2553,2087,780,5581,32,65,7,125,1395,1974,68,401
41047010303,Oregon,Marion County,0,4834,1305,0,11,0.23,0,0,0,14.6,68015,0,0,0,NA,NA,4546,94.05,1489,30.80,1462,30.24,361,7.47,3028,62.63,20,0.41,26,0.54,1,0.02,129,2.67,1342,27.77,2213,45.77,11,0.85,275,21.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1552,1572,377,3199,20,27,1,132,1455,2409,12,283
41047010304,Oregon,Marion County,1,6435,1526,0,32,0.50,1,0,1,21.1,51862,1,1,0,4016,2076,4016,62.42,2076,32.26,1498,23.27,167,2.59,2069,32.15,40,0.63,15,0.23,8,0.12,171,2.66,1713,26.62,2998,46.59,43,2.81,251,16.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3275,2403,318,3308,56,32,8,264,2767,4818,102,464
41047010305,Oregon,Marion County,1,4509,1113,0,295,6.54,0,0,1,11.9,49239,0,0,0,379,228,379,8.40,228,5.06,105,2.33,58,1.28,279,6.19,6,0.14,1,0.02,1,0.03,6,0.13,85,1.89,135,3.00,1,0.08,35,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566,1475,340,2727,83,26,12,133,1528,2747,16,361
41047010306,Oregon,Marion County,1,9060,2795,0,120,1.32,1,1,1,28.2,45347,1,1,0,666,521,666,7.35,521,5.75,224,2.47,35,0.39,335,3.70,12,0.13,6,0.07,1,0.02,28,0.31,283,3.13,470,5.19,24,0.88,42,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6244,2967,1299,5140,37,64,8,258,3553,5647,335,732
41047010307,Oregon,Marion County,1,5724,2542,0,0,0.00,1,0,1,15.3,51203,1,1,0,1000,244,1000,17.48,244,4.27,186,3.24,352,6.14,825,14.42,4,0.07,16,0.28,0,0.00,2,0.03,153,2.67,240,4.19,0,0.02,46,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1069,1915,4572,20,88,3,48,993,1581,101,260
41047010400,Oregon,Marion County,1,4999,1679,0,381,7.62,0,1,0,14.1,68075,1,1,0,4999,1834,4999,100.00,1834,36.68,1362,27.25,897,17.94,3992,79.86,25,0.50,46,0.92,22,0.44,55,1.10,859,17.18,1384,27.69,178,10.63,202,12.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853,1362,897,3992,25,46,22,55,859,1384,167,204
41047010501,Oregon,Marion County,0,5436,2004,0,8,0.15,0,0,0,3.8,82917,0,0,0,264,45,4597,84.56,749,13.78,1095,20.15,705,12.96,4348,79.99,10,0.18,42,0.77,5,0.09,44,0.81,148,2.72,193,3.55,18,0.89,99,4.95,264,4.86,45,0.83,66,1.22,17,0.31,250,4.61,0,0.00,3,0.06,0,0.00,2,0.03,9,0.17,10,0.18,0,0.00,6,0.28,949,1280,864,5112,10,62,6,49,197,253,32,125
41047010502,Oregon,Marion County,1,5953,2204,0,39,0.66,0,0,0,10.3,76568,1,1,0,933,260,933,15.67,260,4.37,273,4.59,113,1.90,873,14.67,7,0.12,5,0.08,1,0.01,5,0.09,42,0.71,66,1.11,12,0.54,40,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1562,1774,694,5325,23,45,5,58,497,739,83,289
41047010503,Oregon,Marion County,1,3870,1385,0,58,1.50,0,0,0,9.3,78804,1,1,0,1486,323,1486,38.40,323,8.33,387,10.00,247,6.38,1385,35.79,3,0.08,10,0.25,1,0.03,9,0.25,78,2.02,124,3.21,19,1.41,92,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358,1021,601,3456,9,33,3,26,343,466,72,269
41047010600,Oregon,Marion County,0,2471,1065,0,2,0.08,0,0,0,11.7,63988,0,0,0,387,274,2120,85.80,775,31.37,417,16.89,394,15.93,1970,79.71,5,0.20,12,0.49,2,0.08,36,1.44,96,3.87,92,3.73,21,2.01,224,21.01,387,15.65,274,11.07,61,2.48,54,2.19,370,14.96,1,0.04,0,0.00,0,0.00,3,0.12,13,0.53,16,0.65,0,0.04,47,4.45,729,509,435,2273,5,13,2,48,130,131,23,245
41047010701,Oregon,Marion County,1,7922,2991,0,12,0.15,0,0,0,12.9,68278,0,0,0,309,87,309,3.89,87,1.10,78,0.98,30,0.38,300,3.79,0,0.00,1,0.01,0,0.00,2,0.02,6,0.07,8,0.10,1,0.02,24,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2867,2179,1028,6969,37,58,13,108,737,1107,252,627
41047010702,Oregon,Marion County,1,6375,2396,0,224,3.51,0,1,0,10.0,82740,1,1,0,4970,904,4970,77.95,904,14.19,1093,17.15,1202,18.85,4696,73.67,11,0.17,32,0.50,6,0.09,45,0.71,179,2.81,219,3.43,123,5.12,209,8.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,1501,1405,5961,11,40,8,65,290,334,153,280
